epoch,acc,loss,lr,val_acc,val_loss
101,0.94544,0.31131665467739106,1e-04,0.8993,0.46530779728889465
102,0.9462,0.30628999529838563,1e-04,0.9043,0.4554539180278778
103,0.94536,0.3049998935317993,1e-04,0.9023,0.4552597608089447
104,0.94732,0.29859458152770996,1e-04,0.9078,0.44480383851528166
105,0.94634,0.29914421098709104,1e-04,0.899,0.45917864468097686
106,0.94748,0.29817605726242064,1e-04,0.9006,0.4513418377161026
107,0.94908,0.2902367514705658,1e-04,0.9041,0.4570053099870682
108,0.94888,0.2888338037776947,1e-04,0.9016,0.46131633462905886
109,0.94874,0.28710292578697205,1e-04,0.9043,0.43727735362052916
110,0.94942,0.2874075425338745,1e-04,0.9054,0.4425879339456558
111,0.94868,0.2848960219192505,1e-04,0.9048,0.44138908960819245
112,0.95112,0.280056539440155,1e-04,0.901,0.45057174694538116
113,0.95152,0.27859198766708376,1e-04,0.9042,0.4457420657634735
114,0.95194,0.2744297343635559,3.1622774e-05,0.9021,0.44699086441993713
115,0.95284,0.27218801297187806,1e-04,0.9025,0.43249054715633395
116,0.95312,0.26950400639533995,1e-04,0.8987,0.4498896516799927
117,0.952,0.2720727990245819,1e-04,0.9,0.4519916725873947
118,0.9531,0.26633053895950315,1e-04,0.9015,0.44173219418525694
119,0.95142,0.26752071299552915,1e-04,0.9055,0.4275860157251358
120,0.95312,0.26511712227344514,1e-04,0.9067,0.4362174509525299
121,0.9576,0.25333871182441714,1e-05,0.9052,0.435646231174469
122,0.95904,0.24970922176361085,1e-05,0.904,0.4348747113704681
123,0.95908,0.2469037418460846,1e-05,0.9046,0.43367068898677824
124,0.95832,0.24724572112083434,3.1622776e-06,0.9049,0.43104518644809725
125,0.96052,0.24496342909812927,1e-05,0.9049,0.42809201011657716
126,0.95988,0.24593941148281098,1e-05,0.9051,0.4282855496406555
127,0.95996,0.2447284769153595,1e-05,0.9057,0.42927333488464353
128,0.96026,0.24555455996990203,1e-05,0.9059,0.4249827704668045
129,0.96024,0.24527204749107362,1e-05,0.9063,0.42505207595825195
130,0.96124,0.24293102363586425,1e-05,0.9051,0.42736637279987333
131,0.96076,0.24184488499641418,1e-05,0.9058,0.4269884574174881
132,0.96054,0.2426241251373291,1e-05,0.9043,0.4317904532432556
133,0.96014,0.24237575453281401,1e-05,0.9062,0.42469198806285857
134,0.96152,0.23912971939086913,1e-05,0.9049,0.4289922755718231
135,0.9611,0.23997711490631105,1e-05,0.9054,0.42772773764133454
136,0.96202,0.24050796316623688,1e-05,0.9062,0.4264895715713501
137,0.96178,0.23945040029525758,1e-05,0.9062,0.4248209883928299
138,0.96002,0.241720743932724,3.1622776e-06,0.9054,0.4247543944358826
139,0.96206,0.23817688764572142,1e-05,0.9055,0.42604613256454466
140,0.9624,0.23727296925544739,1e-05,0.906,0.42828277251720426
141,0.96122,0.23987710995674133,1e-05,0.9062,0.4239044356107712
142,0.96282,0.23609416415214537,1e-05,0.9058,0.4252253435373306
143,0.96258,0.23646465141296386,1e-05,0.9074,0.42261170177459717
144,0.96242,0.23696843219280242,1e-05,0.9085,0.4228661807775497
145,0.96284,0.23438843304634094,1e-05,0.9077,0.42456393282413485
146,0.96338,0.2330282479286194,1e-05,0.9085,0.4220186641216278
147,0.96186,0.23642495819091797,1e-05,0.9075,0.42326772706508636
148,0.96276,0.23557537809371948,1e-05,0.9074,0.42610308701992033
149,0.96254,0.2360137459564209,1e-05,0.9065,0.42361872386932375
150,0.96198,0.2361929818725586,1e-05,0.9068,0.42325995709896086
151,0.963,0.23675565692424774,1e-05,0.9077,0.4198573393821716
152,0.96294,0.234965889043808,1e-05,0.9063,0.42702023935317995
153,0.96216,0.23384125989437105,1e-05,0.9075,0.4257283624649048
154,0.96246,0.23569644261837006,1e-05,0.9067,0.42448622484207155
155,0.96392,0.23102439716339113,1e-05,0.9059,0.4220384042978287
156,0.96314,0.23440926655769348,3.1622776e-06,0.9069,0.4223401070833206
157,0.96338,0.23237147006988526,1e-05,0.907,0.42216342508792876
158,0.96324,0.2324180502653122,1e-05,0.907,0.4277769048452377
159,0.96238,0.23223684006214143,1e-05,0.9066,0.42554190785884854
160,0.96298,0.232229059510231,1e-05,0.9071,0.4209532824277878
161,0.96312,0.2293879789209366,5e-07,0.9071,0.42067109241485595
162,0.9634,0.23168426423072816,1e-06,0.9067,0.42401694769859316
163,0.9635,0.23084385600566865,1e-06,0.9077,0.4209435807943344
164,0.96444,0.2308506490087509,1e-06,0.9071,0.42297504472732544
165,0.96374,0.2283194852733612,1e-06,0.9067,0.4229212214231491
166,0.96372,0.23024540332317353,5e-07,0.9081,0.4207201124668121
167,0.96498,0.22892542780399322,1e-06,0.9079,0.4203725983381271
168,0.96358,0.23027641331672669,1e-06,0.9083,0.4211802911043167
169,0.96468,0.228886345410347,1e-06,0.9082,0.4201473132610321
170,0.96492,0.22793570566177368,1e-06,0.9083,0.42243547892570493
171,0.96556,0.2285006117630005,5e-07,0.9081,0.42044174451828004
172,0.96362,0.23004179319381715,1e-06,0.9083,0.42037644662857054
173,0.96434,0.22915051945209503,1e-06,0.9081,0.42234774186611174
174,0.96496,0.2272653337097168,1e-06,0.9075,0.4248738755226135
175,0.964,0.22877246002197266,1e-06,0.9089,0.41999427509307863
176,0.96514,0.22605417276382447,5e-07,0.9092,0.4203551875114441
177,0.96372,0.23034099143028258,1e-06,0.9079,0.4208954283952713
178,0.96416,0.22929930067539214,1e-06,0.9074,0.42371051132678983
179,0.96454,0.22871656203269958,1e-06,0.9075,0.42252206251621244
180,0.9647,0.22799735975265503,1e-06,0.9078,0.42368352088928224
181,0.9654,0.2261995996809006,5e-07,0.908,0.4205442780971527
182,0.9643,0.228786832485199,5e-07,0.9089,0.4200435082197189
183,0.96464,0.23017017290592193,5e-07,0.9075,0.4225227793931961
184,0.96482,0.2274982536315918,5e-07,0.9088,0.4209156064748764
185,0.96524,0.2274607890701294,5e-07,0.9079,0.42059932007789613
186,0.96424,0.22894791670322417,5e-07,0.9075,0.42264464797973633
187,0.9628,0.23092202780723572,5e-07,0.9086,0.41970845875740054
188,0.96434,0.22903253530502318,5e-07,0.9081,0.42134351530075076
189,0.96488,0.22916569582939147,5e-07,0.9077,0.4231847897052765
190,0.96478,0.22831866263866424,5e-07,0.9081,0.42304642486572264
191,0.96466,0.2290629230594635,5e-07,0.9085,0.42168156187534334
192,0.9639,0.22819046312332153,5e-07,0.9082,0.42208147015571595
193,0.96434,0.22916833951950072,5e-07,0.9081,0.42254744589328763
194,0.96532,0.22819729967594146,5e-07,0.9077,0.4236601970434189
195,0.96484,0.2277069637298584,5e-07,0.9079,0.4213243074178696
196,0.96578,0.22660290000915528,5e-07,0.9086,0.42188384861946104
197,0.96506,0.2283946730041504,5e-07,0.9083,0.42015826995372774
198,0.96434,0.2286608849000931,5e-07,0.9092,0.4194988003969192
199,0.96492,0.2266832008934021,5e-07,0.9081,0.42136275572776793
