epoch,acc,loss,lr,val_acc,val_loss
0,0.48965669014084506,2.072607407191346,0.001,0.4677,1.986283864402771
1,0.6265209734229907,1.4376844117704815,0.001,0.5153,1.6990176525115968
2,0.6830771693884086,1.2246192689129758,0.001,0.662,1.2949828233718872
3,0.722362311879603,1.1077849086644822,0.001,0.6246,1.4207309213638306
4,0.7488992955491515,1.0164879247083367,0.001,0.6313,1.3701471866607666
5,0.7652097342299071,0.9597293476702653,0.001,0.7029,1.144148120880127
6,0.778858469420429,0.9160657140103968,0.001,0.7316,1.0544254954338075
7,0.7898855267371118,0.8762648136349317,0.001,0.7405,1.122477625465393
8,0.8000920589177073,0.840157153779713,0.001,0.7388,1.0672427651405334
9,0.809978386167147,0.8085318291717869,0.001,0.7401,1.0970371554374694
10,0.8174231508165226,0.7912971272210528,0.001,0.752,1.01014362616539
11,0.8212055715658021,0.7677770067284285,0.001,0.7625,0.9538123568534851
12,0.8289705411463336,0.7477392594363115,0.001,0.7973,0.8509656970024109
13,0.8308317323086776,0.7336330340147553,0.001,0.7916,0.8677850690841675
14,0.8374959974383606,0.7150326111436539,0.001,0.7586,0.9880770652770996
15,0.8412584053794429,0.7046056476457738,0.001,0.7858,0.9056248309135437
16,0.8457212616074288,0.6909034668998462,0.001,0.7544,0.9627643228530883
17,0.8460214537303874,0.6788765206250708,0.001,0.8068,0.8000228396415711
18,0.8531660262568044,0.6664137096501221,0.001,0.7586,0.9790714004993438
19,0.8521253602305475,0.6588219885371108,0.001,0.8245,0.7403404077529907
20,0.8542667307076529,0.6548369426281453,0.001,0.8046,0.8360772148132324
21,0.8583093179634966,0.6408191867031962,0.001,0.7513,1.090602113723755
22,0.8618715978226065,0.6305662270658031,0.001,0.7807,0.8914610301971435
23,0.8627121357668908,0.6256886365663307,0.001,0.7945,0.8602998288154602
24,0.8674351585014409,0.6157621372940828,0.0003162278,0.7732,0.9510343417644501
25,0.8638928914505284,0.6162069655747281,0.001,0.803,0.8189036906719208
26,0.86947646493756,0.6078345898229878,0.001,0.8217,0.7997974942207337
27,0.8690361831572206,0.6033807283519668,0.001,0.7983,0.8411777150154114
28,0.8727385526737111,0.5898504552171661,0.001,0.8021,0.8689866044998169
29,0.8741394492475184,0.5895869670447118,0.0003162278,0.805,0.8227459735870362
30,0.8752001280819725,0.5846554340172608,0.001,0.803,0.8322746708869934
31,0.8763208453410183,0.5819991756775728,0.001,0.7917,0.8908715445518494
