epoch,acc,loss,val_acc,val_loss
0,0.4759999990463257,1.1816392540931702,0.4333333293596903,3.5537724097569785
1,0.5486666699250539,0.9884135663509369,0.6146666685740153,0.8558893293142319
2,0.5379999990264575,0.9912239372730255,0.4146666653454304,7.704868485530217
3,0.5539999976754189,0.9662589629491171,0.5533333351214726,2.4995700508356093
4,0.5566666702429454,0.9393060733874639,0.5866666649778683,0.9713288346926371
5,0.6013333345452945,0.9024939874807993,0.6186666630208493,1.6328069314360618
6,0.5820000017682712,0.9341747343540192,0.637333333492279,1.3766904711723327
7,0.5740000039339066,0.9355309695005417,0.42666666532556213,6.30093153497825
8,0.5773333330949147,0.9291628470023473,0.5653333271543185,1.0592461307843526
9,0.5860000024239223,0.9138965417941411,0.6800000061591466,0.771522656083107
10,0.6093333358565967,0.8728693127632141,0.4346666676302751,1.8217438459396362
11,0.6193333372473717,0.8747330248355866,0.6533333321412405,0.9233709156513215
12,0.6219999998807907,0.8444175531466802,0.5986666679382324,1.9699750125408173
13,0.6353333408633868,0.827070078253746,0.5759999983012676,1.5356477429469426
14,0.6333333358168602,0.8292796159783999,0.5760000015298525,1.072882644335429
15,0.656666673719883,0.806145770351092,0.6000000012417634,0.9157729744911194
16,0.6540000031391779,0.7860624372959137,0.4466666636367639,3.0182365596294405
17,0.6633333384990692,0.7839778443177541,0.6479999959468842,1.1102765242258708
18,0.6620000049471855,0.7791053419311841,0.6786666721105575,0.7841401348511378
19,0.6760000005364418,0.7478567416469256,0.541333331912756,1.2586041854073604
20,0.7013333370288213,0.72060021062692,0.7106666644414266,0.768051582078139
21,0.7026666710774104,0.7408495550354322,0.5906666656335194,0.9611963530381521
22,0.7073333392540614,0.7212668930490812,0.7253333310286204,0.7006197725733121
23,0.7040000046292941,0.7144129792849223,0.7386666665474574,0.6331468174854914
24,0.6966666693488757,0.7247015625238419,0.6533333321412405,0.9666197029252847
25,0.7020000030597051,0.7027225409944852,0.7719999939203263,0.6055385187268257
26,0.7026666720708211,0.6975579197208087,0.7040000011523565,0.709872479736805
27,0.7206666668256124,0.6585816994309426,0.7453333348035812,0.708998275299867
28,0.7386666695276897,0.6453360845645268,0.7333333283662796,0.6492747942606608
29,0.729333337644736,0.6548011377453804,0.6039999991655349,0.9381969302892685
30,0.7500000014901161,0.6169115821520488,0.6813333302736282,0.8015771682063738
31,0.7433333317438762,0.6261559372146924,0.6946666638056437,0.7802486876646678
32,0.7300000021855036,0.6686353529493014,0.7853333353996277,0.6253371988733609
33,0.7346666693687439,0.6177491098642349,0.7506666680177053,0.6543500085671743
34,0.7626666645208995,0.5952770233154296,0.7586666643619537,0.6216813430190087
35,0.7453333367904027,0.6022488509615262,0.6786666636665662,0.7783593914161125
36,0.7513333355387052,0.6141665478547415,0.7239999989668529,0.8278934419155121
37,0.7466666658719381,0.6065937906503678,0.7559999962647755,0.6054955432812373
38,0.7499999980131785,0.6039854158957799,0.7746666610240937,0.5541038145621617
39,0.7666666666666667,0.5768435455858707,0.746666669845581,0.7333438942829767
40,0.7480000038941701,0.6019794578353564,0.7106666644414266,0.7231771265467007
41,0.7626666675011317,0.593941242992878,0.790666667620341,0.529421458269159
42,0.7586666703224182,0.5694578478733698,0.7226666629314422,0.9203318054477374
43,0.7760000010331471,0.572594535847505,0.7719999988873799,0.596612707277139
44,0.7726666708787282,0.57945659806331,0.6533333291610082,1.056978219250838
45,0.7753333340088526,0.5474874146282673,0.7013333270947139,0.7287723278005918
46,0.7873333344856898,0.5288992760082086,0.7560000012318293,0.6079634924729665
47,0.7800000021855037,0.5471450313925743,0.763999996582667,0.5940420523285865
48,0.7813333352406819,0.5393655476470788,0.7666666646798451,0.5521622404456139
49,0.7900000005960465,0.531132385134697,0.6893333345651627,0.8980506589015325
50,0.7799999972184499,0.5248093381524086,0.8373333275318146,0.43489992916584014
51,0.7980000019073487,0.514229046801726,0.6693333317836125,1.74358709876736
52,0.7753333350022634,0.5432398830850919,0.782666665315628,0.507474706073602
53,0.8099999994039535,0.49289703542987506,0.7479999999205271,0.7064530849456787
54,0.7853333363930385,0.5382468163967132,0.7719999949137369,0.6851624133375783
55,0.778666670123736,0.5472807645797729,0.7733333329359691,0.6581126824021339
56,0.7946666697661082,0.4717715238531431,0.7466666678587596,0.794924397363017
57,0.7906666666269302,0.5257208732267221,0.8279999951521556,0.4208072731892268
58,0.8073333313067754,0.48479688316583636,0.789333329598109,0.6414911706000567
59,0.8226666629314423,0.44254671384890876,0.7893333355585734,0.5194354628523191
60,0.7973333328962326,0.4937752984464169,0.7773333330949147,0.6103620936473211
61,0.8293333262205124,0.4504612850646178,0.6373333349823952,0.9163805733124415
62,0.809333328406016,0.4822685080269972,0.8066666622956594,0.518481103082498
63,0.8279999951521556,0.43889476781090103,0.8426666577657064,0.4327656795581182
64,0.8373333324988683,0.4262233853340149,0.6666666666666666,0.8008104229966799
65,0.8159999996423721,0.46680094972252845,0.6746666635076205,1.0219044481714568
66,0.8146666655937831,0.4715944384535154,0.7786666691303253,0.5738339588046074
67,0.8339999943971634,0.409556682407856,0.7786666691303253,0.5869814092914264
68,0.8260000010331472,0.4245759531855583,0.7946666677792867,0.6206422199805578
69,0.8319999982913335,0.41234623417258265,0.8133333365122477,0.4710240403811137
70,0.8346666584412257,0.4380940598746141,0.7853333294391632,0.5384230186541875
71,0.8259999940792719,0.41230377232035004,0.7959999978542328,0.5057766482234001
72,0.8159999976555506,0.45569947784145676,0.650666669011116,2.5818378873169423
73,0.8200000007947286,0.44024770632386206,0.7253333320220311,1.1850880662600198
74,0.8426666627327601,0.40909605647126834,0.7960000048081081,0.6359849810600281
75,0.836666664481163,0.4241415403783321,0.8306666632493337,0.4481855457027753
76,0.8586666653553645,0.3750348928074042,0.8266666611035665,0.46266367137432096
77,0.8519999931255976,0.37520598570505775,0.8186666587988536,0.49689449022213616
78,0.8573333323001862,0.36846966221928595,0.7400000015894572,0.7615696127216022
79,0.8539999971787134,0.3919756721705198,0.8119999945163727,0.5795278762777646
80,0.8319999972979227,0.408144261687994,0.8053333342075348,0.5745040426651636
81,0.8699999958276748,0.34293633624911307,0.8399999936421713,0.3929840405782064
82,0.8986666599909464,0.2769680855174859,0.8586666703224182,0.35537910312414167
83,0.9039999932050705,0.2570252202451229,0.863999996582667,0.3381197080016136
84,0.9046666612227757,0.2706445907553037,0.8653333286444346,0.34570041447877886
85,0.9146666655937831,0.22224824962516626,0.8680000027020772,0.331659014026324
86,0.9126666615406672,0.2443680554628372,0.8586666703224182,0.3408648292223612
87,0.9219999959071478,0.20564202703535556,0.8586666703224182,0.3564240207274755
88,0.9139999936024348,0.23275157784422237,0.8560000042120616,0.35540677135189375
89,0.9293333282073338,0.18947783745825292,0.862666662534078,0.3514961334566275
90,0.9253333260615667,0.1941556089868148,0.862666666507721,0.3701901527742545
91,0.9273333281278611,0.21428080080077053,0.863999996582667,0.3589064667622248
92,0.9246666630109152,0.19851160735512774,0.8693333307902018,0.3723986697693666
93,0.9219999969005584,0.20338629527638355,0.8506666680177053,0.39917478611071905
94,0.92266665995121,0.2033259974171718,0.8586666663487752,0.39320715169111886
95,0.9206666618585586,0.22380396475394568,0.862666666507721,0.3727239539225896
96,0.9326666633288065,0.1928207462343077,0.8706666688124339,0.35903855388363204
97,0.9406666646401087,0.16302924323827028,0.873333336909612,0.37816543827454246
98,0.9273333281278611,0.18550187333797416,0.8666666646798452,0.37369315524895985
99,0.9259999970595042,0.1948433512200912,0.8653333346048991,0.38094775279362997
100,0.9386666625738144,0.1669324651050071,0.8599999984105428,0.38748571649193764
101,0.9299999982118606,0.1917383869489034,0.8573333283265432,0.4239782527089119
102,0.9293333282073338,0.18382386192679406,0.8600000003973644,0.3863247759640217
103,0.9393333276112874,0.16014018716911474,0.8560000002384186,0.4002691109975179
104,0.9466666589180629,0.15991925814499458,0.8573333342870076,0.42023201088110607
105,0.9373333305120468,0.17695692007740338,0.8666666646798452,0.41190973818302157
106,0.95066666106383,0.15552231182033818,0.8653333266576131,0.4205254500110944
107,0.929999993244807,0.17877026436229546,0.8653333266576131,0.4526002737072607
108,0.9379999975363413,0.1459647476983567,0.8706666608651479,0.4348819070185224
109,0.9526666581630707,0.1352779550788303,0.8653333286444346,0.44788835470875105
110,0.9426666557788849,0.1615025245739768,0.8693333268165588,0.42484060625235237
111,0.9539999981721242,0.13777635488659143,0.8799999972184499,0.4227151649693648
112,0.9386666625738144,0.16683150564009944,0.862666662534078,0.4310344068954388
113,0.95066666106383,0.13792742726703486,0.8773333330949148,0.4419548772275448
114,0.9439999987681706,0.15017032641917466,0.8719999969005585,0.43494248688220977
115,0.9426666627327601,0.16090800740445654,0.8706666628519694,0.43548439517617227
116,0.9346666644016902,0.1583806604457398,0.8639999985694885,0.44917124360799787
117,0.948666658004125,0.13153445944190026,0.8466666658719381,0.5190225501855215
118,0.9546666612227758,0.1322848513023928,0.8573333382606506,0.5025206794341405
119,0.9433333307504654,0.16023497562855482,0.8679999947547913,0.4553646101305882
120,0.9466666618982951,0.1656303782016039,0.862666662534078,0.4381116037567457
121,0.9613333294788996,0.12331905151562145,0.8693333248297374,0.4229402425388495
122,0.9526666601498922,0.13147906213998795,0.8706666608651479,0.41972570642828944
123,0.9506666590770085,0.1307086844618122,0.8706666608651479,0.4218252755701542
124,0.9506666660308838,0.13042366116618118,0.8719999969005585,0.4242408357560635
125,0.9499999940395355,0.13442684346809983,0.8759999930858612,0.42565800473093984
126,0.962666662534078,0.10949684055522084,0.8773333251476287,0.42263053978482884
127,0.9539999941984812,0.12544455889922876,0.8773333271344502,0.42695618321498235
128,0.9526666621367137,0.11948936885843674,0.8746666610240936,0.42772503768404324
129,0.9519999931255977,0.1316012498922646,0.8746666630109151,0.4234798160692056
130,0.9439999957879385,0.1387616835689793,0.8733333289623261,0.4274746964375178
131,0.9506666600704193,0.11922138597195348,0.8733333289623261,0.4290214026967684
132,0.9573333313067754,0.11151198378453651,0.8733333269755046,0.4332144508759181
133,0.9519999941190084,0.13551074710364144,0.8759999910990397,0.43615224386254947
134,0.9659999936819077,0.10036424985155463,0.8746666590372721,0.4374755620956421
135,0.9606666604677836,0.10801815910575291,0.8773333251476287,0.4414736062288284
136,0.9419999937216441,0.149827061748753,0.8759999930858612,0.44206769665082296
137,0.9573333273331325,0.12792586105254788,0.8759999891122182,0.44341594229141873
138,0.9579999963442485,0.11591984547364215,0.8719999889532725,0.44376132686932884
139,0.9566666603088378,0.11870853733271361,0.8733333230018616,0.445884374777476
140,0.9619999955097834,0.10829064541806778,0.8733333269755046,0.44043149997790654
141,0.957999994357427,0.11022164203847448,0.8746666570504507,0.44257659316062925
142,0.9499999930461248,0.12451287674096724,0.871999994913737,0.4459404451151689
143,0.9693333288033803,0.09855280812674512,0.8693333288033803,0.45006564979751906
144,0.9579999963442485,0.1200561888050288,0.8733333289623261,0.44834937701622646
145,0.9526666611433029,0.12806011829525232,0.8773333291212718,0.45353484178582826
146,0.9679999957482021,0.09209368994149068,0.8759999950726827,0.45395122791330017
147,0.9519999951124192,0.13485163492926708,0.8733333269755046,0.4539807587862015
148,0.9566666593154272,0.11544212562342485,0.8759999930858612,0.44712346692879995
149,0.9626666605472565,0.1054335511289537,0.8759999930858612,0.4415424928069115
150,0.9679999937613805,0.09525401996603856,0.8786666572093964,0.44019269446531933
151,0.9546666612227758,0.12729762486803034,0.8799999932448069,0.445166490226984
152,0.9573333283265432,0.10650922417019805,0.8759999930858612,0.45238271405299507
153,0.9659999926884969,0.10708895591087639,0.8746666610240936,0.4516042550404867
154,0.9706666598717372,0.10075994290721914,0.8733333269755046,0.4547852873802185
155,0.9586666603883107,0.10702319604655107,0.8706666608651479,0.4551632583141327
156,0.9606666624546051,0.10218454265656571,0.8733333289623261,0.4544544448455175
157,0.9599999924500783,0.10934914687337975,0.8746666610240936,0.450838008026282
158,0.9586666623751322,0.10627659145587434,0.8746666630109151,0.45006468147039413
159,0.9713333249092102,0.08652997654862701,0.8746666630109151,0.4585800940791766
160,0.9626666605472565,0.10626235254264126,0.8773333271344502,0.4575407358507315
161,0.9659999946753184,0.081081216254582,0.8773333271344502,0.45967152044177056
162,0.9679999927679698,0.0883263923538228,0.8773333271344502,0.4604532008369764
163,0.9653333266576131,0.09847113497865696,0.8733333269755046,0.4592330366373062
164,0.963333327571551,0.0954640277971824,0.8759999930858612,0.46036164288719494
165,0.962666662534078,0.11379967518150806,0.8746666610240936,0.4594023808836937
166,0.9586666593949,0.10726794120855629,0.8746666630109151,0.4601252424220244
167,0.9599999944368999,0.10267330259084702,0.8746666630109151,0.45937033320466675
168,0.9606666594743729,0.09993230467662215,0.8759999930858612,0.45895380874474845
169,0.9693333288033803,0.0856721981583784,0.8746666590372721,0.45910854240258536
170,0.9566666632890701,0.12252570309210568,0.8759999930858612,0.46130456725756325
171,0.9673333257436753,0.08592590612048905,0.8759999910990397,0.4596479011078676
172,0.9579999923706055,0.10920353840726117,0.8759999930858612,0.4605284263690313
173,0.9626666595538457,0.09882118998405834,0.8759999930858612,0.45962378531694414
174,0.9586666593949,0.11529933866889526,0.8746666610240936,0.46053904592990874
175,0.9619999955097834,0.12122555915266275,0.8759999950726827,0.45892354398965834
176,0.9593333274126052,0.11317607380139331,0.8733333269755046,0.4589249153931936
177,0.9659999936819077,0.09762800983153283,0.8746666610240936,0.4583800045152505
178,0.9533333251873652,0.11664802903930346,0.8733333269755046,0.4598329409956932
179,0.9633333295583725,0.10208163525288304,0.8733333269755046,0.45947179223100343
180,0.9599999924500783,0.11707338034175337,0.8746666610240936,0.45921903451283774
181,0.9633333245913188,0.10253845079181095,0.8759999930858612,0.45842988913257915
182,0.9573333263397217,0.11650654855184257,0.8786666572093964,0.45991808250546456
183,0.9599999964237214,0.11116752242669463,0.8773333251476287,0.46030621950825057
184,0.9613333294788996,0.10675340279315909,0.8759999930858612,0.4593732826411724
185,0.9573333273331325,0.11831853077746927,0.8746666610240936,0.4596138631304105
186,0.9599999964237214,0.11002314353051285,0.8773333251476287,0.4576931628088156
187,0.9619999915361405,0.09701649086394658,0.8759999930858612,0.4576707082490126
188,0.9546666592359543,0.11751581151038408,0.8759999930858612,0.45990633939703307
189,0.9679999907811483,0.09391517198334137,0.8759999930858612,0.4593714860578378
190,0.9626666615406673,0.12168247078855833,0.8759999910990397,0.46038427129387854
191,0.9566666613022486,0.11093983488778274,0.8773333251476287,0.46051374400655426
192,0.9566666603088378,0.1182410968778034,0.8759999930858612,0.4617372694114844
193,0.9639999975760778,0.09147019609808922,0.8759999930858612,0.4613124986489614
194,0.9613333274920781,0.10302632322224478,0.8773333251476287,0.46032780384023986
195,0.9546666612227758,0.11298961628538867,0.8759999930858612,0.46069292997320493
196,0.9693333288033803,0.08675031295667092,0.8759999930858612,0.4596614616612593
197,0.9613333294788996,0.09407494945917279,0.8733333269755046,0.46049485057592393
198,0.9673333287239074,0.10038762753053258,0.8733333269755046,0.4614700051645438
199,0.9639999916156133,0.1014668205442528,0.8746666610240936,0.4614294280608495
